ID	C_1	C_2	C_3	C_4	C_5	C_6	C_7	C_8	C_9	C_10	C_11	C_12	C_13	C_14	C_15	C_16	C_17	C_18	C_19	HCC_1	HCC_2	HCC_3	HCC_4	HCC_5	HCC_6	HCC_7	HCC_8	HCC_9	HCC_10	HCC_11	HCC_12	HCC_13	HCC_14	HCC_15	HCC_16	HCC_17	HCC_18	HCC_19
Q9UJ68	100832.0193	56606.85451	56228.84989	51280.72095	109974.8873	109827.6151	61608.51047	66917.8896	108742.988	41170.60666	47140.92174	68199.10348	50190.80576	48950.22158	62121.44125	50254.55961	56079.29378	57071.14542	46157.0252	7540.893356	22675.23967	8326.763741	13083.62847	7781.508373	18213.80215	12449.55626	30202.55948	17688.07814	14332.68081	5915.209944	16464.2093	4164.551419	27949.88455	16014.90898	11600.33516	7601.898378	12493.95671	19583.61161
Q07955	93996.92357	84716.75575	61234.81813	91859.88157	48886.82472	110272.3915	110287.3737	81292.60111	75710.92992	90643.17665	87026.49809	99061.17746	63940.52583	92920.96935	81000.61687	56919.18005	60517.80729	90870.709	86275.75174	226688.4158	148465.7259	270212.3186	202061.3628	121383.4791	116312.9285	251838.3821	201427.6032	222517.6077	326025.0823	308041.8644	242827.2286	120552.7122	137858.6468	190764.8107	183697.3921	198184.8169	163196.7902	211703.625
Q14657	6431.310434	3506.368031	2140.926671	3506.101611	4587.100418	4599.203363	3952.85844	5438.531619	5768.808732	6364.33726	3695.410269	3801.113866	3905.912856	4796.09272	3879.714817	5386.1707	4055.342199	4588.966354	4846.691963	10664.26304	10015.84445	5194.987064	7572.633649	12032.08556	8885.75144	5934.116492	9423.135737	12000.38139	6507.067812	10609.81137	8357.685143	7231.494792	9848.111636	8976.42508	7303.997943	6655.246175	10743.99792	8006.193636
P84103	80058.02278	66780.58805	63352.35847	93033.20982	40069.04917	67999.75178	66970.91614	55653.55659	51862.2401	67942.7417	67188.78986	52494.99936	40324.1096	48600.68624	49895.43689	42157.1585	56816.0892	82035.53091	69580.92039	222570.7627	104992.8052	249396.5018	141314.5899	115930.4136	107214.3059	165343.456	130286.7561	138169.3538	438871.8553	200948.2413	158604.0558	87843.05638	99100.29863	148958.8235	151528.215	140526.8284	125464.0758	133778.2005
P16219	1331780.428	1182460.475	1133041.174	459913.9889	1855951.858	1571948.068	1001944.921	1590611.682	1510312.266	1250516.05	921497.2471	1316839.562	898668.6852	750462.3845	459675.871	503534.3547	1170432.556	1322403.68	1110854.287	270820.8359	380154.8618	193507.3205	283276.9929	569146.5804	481561.6617	388958.0794	216009.2659	286819.9255	147286.407	262352.4323	243834.226	342991.9251	296053.4393	163161.8314	517263.7042	405466.5961	458542.1694	215142.3217
P30039	1038136.293	1165260.356	1664620.157	710727.6279	1479270.872	1587682.769	1136324.113	1472483.206	1557744.417	1308273.619	1213245.377	1277562.781	991913.2583	709818.4317	1165816.783	1608645.996	840283.8686	825511.7041	852337.8064	104816.767	498532.3165	195466.6063	297625.8674	376135.4253	410526.0424	293426.2002	606299.4174	472391.8716	197372.5649	209292.5338	187986.2348	676125.7421	429422.8944	141363.8548	536832.2268	183109.919	399242.7144	151272.9561
P53396	54074.94895	65081.58378	51907.73254	118511.8252	42472.11746	41050.61954	49816.98395	48759.65759	52598.0799	90950.07006	76343.49949	94495.95111	56083.43228	114131.9858	65196.75493	77387.93306	68525.6908	67466.11615	88097.83172	171277.5192	93741.4726	241310.414	129461.7172	329279.8275	85009.46387	139391.1162	136735.9794	148294.5304	235916.4182	177125.1819	258610.6192	169358.9212	172177.8905	186743.3464	293904.4418	210533.4468	233486.8664	293643.4292
Q15029	20790.52108	42367.68976	30978.61146	37942.49607	20868.2777	23386.56526	32850.7993	22009.49797	18928.22038	42943.79934	45845.64272	35971.28753	38818.36223	50431.10811	39086.94415	27997.02122	29796.59044	38744.6725	38224.72739	108779.7406	44662.21785	187887.0607	85772.59546	67435.17113	51937.3945	136559.916	68011.71402	99775.85387	167904.3171	181588.28	102205.2246	76900.26275	69870.80011	82297.01498	126861.2204	80627.77548	80701.36415	110931.3929
Q9NX24	4688.056806	5587.236946	2981.090211	3593.108078	5443.13726	1298.473304	3457.392161	4446.067656	3730.754431	1656.243152	4240.877046	3839.092529	3529.511272	2865.013452	2932.246447	5005.451932	2508.133565	4520.980982	3680.881668	16604.33459	16258.87743	3697.890058	12564.64638	42140.28166	7357.707819	9042.874295	13917.68586	12034.81907	9247.437666	4977.281873	16054.05937	9686.384291	6596.10497	11418.9288	16372.00392	8757.596017	6516.056027	10523.88452
O00757	253927.6372	304773.9817	512655.4737	617737.1077	579109.6424	228433.5645	262390.479	240044.7666	533144.287	152730.6856	177845.9364	277521.0349	100317.5603	132806.8766	262450.884	363140.6118	189859.4237	311663.8813	256638.5304	59780.69752	22827.88272	54729.62212	37461.38844	88882.79547	77238.86998	17645.87866	74896.7456	97367.14893	26226.8128	32828.4143	184843.8966	14515.8931	142996.2686	40863.84778	35895.05572	64609.57108	69477.61024	50778.48228
Q15020	3351.567017	7854.802555	6497.471605	6363.476766	3312.772865	3028.729905	3780.428163	6807.627028	3010.274569	6687.763288	5925.62508	6024.71835	4962.804039	11790.1009	4688.179845	4216.477101	7477.191601	6543.656008	6590.58153	36011.87709	8932.887606	61067.87766	22022.62316	16237.50013	11348.1377	23981.61192	15745.56219	14598.51455	51089.87481	39773.59826	21057.6964	9502.715043	15936.30605	19054.505	34077.66077	18032.29018	22596.13755	34091.09439
P13010	267362.6728	321966.1303	280129.3183	303737.9307	279544.9705	278034.835	384164.5627	333159.8505	270949.3461	428742.5252	429392.8232	369439.3185	354405.7185	535737.2222	338114.8083	330982.5914	354182.2151	340032.224	352798.2167	767490.0651	397293.5412	1040815.807	610091.9547	571534.0078	404923.3288	956620.9263	428019.965	699357.2736	1436440.871	1147504.059	1042899.109	673186.0075	595803.9591	736072.7476	934139.5207	678807.3365	777560.2604	597049.521
Q16543	75929.25173	60655.36838	66991.30918	96300.76248	66228.85408	61830.6555	64361.64798	58958.38224	62337.01093	66565.93191	70177.62955	60854.17577	58831.89796	69764.39236	58081.19138	55140.61518	41177.18252	64385.76222	53136.41863	161489.2362	75066.87339	136805.5545	96380.51839	103920.0093	90417.83231	113481.7705	116810.7946	103162.4444	110284.7915	154502.5962	131435.4361	95397.55796	89677.17353	123192.1279	91125.7436	105375.3113	86601.28192	131862.1098
P09467	3807691.183	3814534.4	3932490.408	7034308.964	5249351.468	3327681.457	3375588.864	3964319.707	9478604.185	2617756.187	2307203.907	4661084.912	2594401.716	2348363.295	3642195.516	5486291.743	2759418.097	4396106.706	3242445.785	547303.8699	361002.741	903280.3236	658615.6454	1821399.166	854204.8231	155076.8227	1229740.92	1412042.073	620920.6171	471704.964	2682841.653	222775.5136	2301746.729	394220.763	304789.572	782308.1654	875409.1265	181980.2286
O95954	2183858.382	2811147.119	3642805.447	2233411.026	3467155.468	2796588.8	2496738.42	2548704.157	3666955.849	3287830.112	2763181.957	4348243.673	2242968.894	2122314.257	3748675.685	3870471.668	2368090.129	2110199.356	2010517.183	530214.1906	472673.442	603451.6412	1270164.57	1780975.987	762686.3739	296760.9872	1525764.558	884715.7176	319809.9023	245166.8303	464932.4925	341534.6212	1725800.5	581999.2334	202818.5955	496034.2025	663915.2825	259212.7853
O43776	44950.49398	61231.32195	49087.22896	73290.81807	35181.95995	34269.85643	50583.96754	38853.73547	45676.09787	62040.99622	51876.7739	64459.1859	54283.84351	87304.14751	69801.75766	41048.33144	57705.1845	58916.8135	68623.8405	268655.9518	131529.3292	179604.1688	152541.4767	54557.4496	171758.3846	247773.2217	182652.1757	136169.9003	356429.3187	219539.5368	233908.101	153583.684	100589.5758	173316.9532	259110.2924	108216.3455	78722.80073	421396.9022
Q6IB77	1097205.744	782639.8916	989623.996	584218.7128	1296443.612	1061012.599	1230730.406	854752.1076	929022.569	753595.6752	556947.1876	987121.6439	833993.82	527744.4813	839237.6241	1134182.38	689776.8264	996328.4181	761237.3413	187149.4945	1043952.888	102203.7954	226467.1028	536746.4285	204693.5996	259865.6401	338227.7228	250041.7209	174605.3909	170827.7925	239835.4158	283352.5552	426181.1724	193603.0446	504553.1217	154500.7619	289309.5831	173883.6236
P07942	3898.349654	8378.869169	2168.219339	6665.604311	6087.050992	4917.348509	5446.297797	3163.652294	6401.496476	6423.121041	5660.924459	6473.137911	5603.602601	11529.14247	3475.112563	5787.07194	8202.190026	5136.507987	7508.07879	76970.52529	39366.12496	80971.98297	15115.24636	26461.14686	76241.33918	18746.74889	24278.62548	12887.40969	230046.5159	14598.61464	58483.99767	79507.72852	25920.68041	15461.79275	40438.66618	82668.00872	17672.07458	112908.4198
Q7Z6Z7	11352.99203	19656.09355	25784.52499	22120.61443	8820.396792	13040.35326	19734.25102	19255.21708	7886.884388	24789.33354	25321.50385	22378.56754	13831.39864	21407.14152	18255.1332	12519.9762	13470.07838	16908.63357	18294.76228	31439.90941	20534.76355	53688.99466	37966.12431	26586.81309	32535.05553	75425.10748	47743.66857	36094.69173	49733.15851	74791.10219	51759.67736	25169.08583	28322.50154	38619.14972	36610.03499	26086.74453	24029.20208	85352.55002
P98160	77053.18816	178491.4993	120099.48	202352.9018	44142.07835	41546.29788	187178.3255	39088.48333	29106.80587	75050.78859	137816.3328	82061.08577	60672.85527	136631.6	58631.3126	77938.62901	132074.8488	169941.0972	109468.204	424164.3256	333656.9994	820043.7286	381084.8745	547289.914	404278.14	231276.1512	229772.7697	212121.5522	995113.9118	258196.4064	268247.7202	314433.0904	227520.209	307437.4967	435210.4287	789994.8409	507384.0004	476056.6997
Q5VW32	3173.414129	4348.09516	4491.426493	5904.779667	2411.072184	1218.416088	3350.14578	2198.022181	1000.645219	3174.614299	3724.557724	2356.961876	3529.006918	4432.416174	4807.319324	4211.345489	3716.167426	3264.920988	3491.103537	10409.86446	5603.480153	34352.74705	34017.70044	5235.542675	5855.78746	14667.08073	6059.905639	10264.40814	22274.82466	31844.26877	2481.455375	9893.250385	11964.428	11565.75216	11912.31427	15915.56933	13773.59729	8340.195589
Q96GK7	143435.0581	93383.83893	87686.49494	74029.8833	42964.23261	159291.2201	92655.90306	116301.4267	72171.7124	63616.35398	76013.74163	76317.98705	75177.32526	72620.22194	68545.27649	33255.50439	47100.48152	71537.23163	102867.8623	28925.83071	36934.73282	7927.570933	6286.062806	12849.7041	47246.04463	22996.79572	14613.90212	18080.35603	6082.292214	13709.31554	13481.41876	25272.25554	46535.91379	11853.01637	23087.67679	8304.295504	50246.60298	61113.19057
Q9BUJ2	15818.40305	14284.76526	15051.89425	19098.8765	12010.13186	17923.53468	19504.44485	16045.4688	18850.65854	19348.04964	12966.97771	12238.47735	14779.90884	21978.74061	16759.71738	25460.50076	18473.88152	15922.5095	17151.26929	58258.33708	22487.95615	71867.52648	50533.10662	25233.36291	21003.97031	48102.61416	23171.9592	37503.45611	53663.37063	51264.18339	32209.54334	27333.03165	27503.2079	44488.40626	37781.42489	42075.10294	33261.51334	31515.33543
P55265	9862.655137	10263.43686	12615.71013	32676.9844	8245.744934	10839.80324	10825.87365	7089.855564	4475.059636	15892.91074	10562.17303	8056.505686	12591.69417	8257.922963	10706.6268	11476.91571	6874.951814	10935.10557	17031.45284	35410.11924	14826.74122	109866.3357	47525.34504	33701.51551	17094.64825	97995.76162	23392.31526	24265.91513	123998.1043	63049.64345	30330.81321	24657.55255	18133.24893	47288.42098	29790.33797	26150.56309	25715.37812	29438.92818
P00918	2866958.611	1587025.295	2684578.289	1268562.742	3240818.113	4309848.989	1738002.351	2282048.565	3954395.546	923273.7437	1243958.047	1710336.845	1808344.797	1133848.33	1648232.836	1972366.428	1198803.219	1076734.069	1180935.459	757415.6474	1221699.743	519013.928	486652.9298	1051657.255	1322196.893	956820.2038	992446.3196	1268540.707	442336.874	348041.8857	704071.884	906754.2451	721369.6737	343286.7949	658671.3609	759979.3959	873486.5156	904689.8005
Q9UMS4	22816.88453	27437.39145	18426.94513	30657.72959	20021.34553	24352.52578	28978.44621	36519.67575	32511.3767	33459.37861	36044.79827	29597.17759	28230.43929	37920.95702	26121.18632	33403.15638	33204.67645	33508.11327	35069.24435	83750.04649	42743.92697	106113.6084	76575.87795	94996.54818	38239.94317	103587.4179	63283.05018	45247.62423	212289.593	181273.6276	111951.1371	59122.76915	73457.5577	65778.19832	95296.1766	57241.4298	54281.60278	73312.47576
Q8N5Z0	151694.8142	42654.45972	66925.1775	32039.85446	83923.30539	215159.7422	45163.29786	74338.78505	127609.828	88242.96948	53912.60171	91963.04055	92649.41238	34909.21162	48722.52844	93202.93478	92567.22605	53210.47607	54264.86238	9364.7959	21093.24557	7902.642302	15057.14883	34495.06494	5517.288403	8667.512164	12042.34348	10083.5146	8130.733929	16080.34282	9511.678609	9983.397192	30811.4224	7415.782871	20368.04921	13917.50504	18329.66507	19269.06484
P11047	21701.82621	37289.08481	26514.59856	56495.93131	20662.7576	18706.25684	26507.94789	28790.09074	25244.71217	40548.96449	32868.60834	39478.87336	30446.05714	37029.38851	32771.91417	36997.79814	39247.00105	43708.79292	34648.32557	137232.9059	87482.3014	195407.1142	87274.19157	181534.1373	119958.1072	87001.28649	73971.76316	49645.72397	330046.345	73006.6599	115141.4161	211599.3883	61555.14817	41950.37614	131103.5931	172956.6524	89947.18204	253742.3864
Q16851	12263186.37	7880101.939	7944406.422	11186833.03	10041028.24	13805735.93	5961895.964	12411985.31	17079239.63	7590632.343	7908051.246	8728578.766	6066260.02	4900640.5	7638584.097	13189309.95	8879506.11	7138437.377	5759196.041	1495903.001	2891445.129	2291245.825	2716888.434	1938123.858	1257694.617	1987193.955	9481113.805	2909714.587	1920811.48	997212.2297	1956385.085	1392589.754	4851735.837	2092312.063	1967149.645	3424172.023	5934132.909	2285114.456
Q9Y3I0	54270.01761	69675.08904	48989.9672	65466.40704	52762.33182	49585.14707	72264.70801	84220.62872	76104.56737	106443.466	83373.41125	95293.19213	76882.95786	101363.7049	81985.59478	95359.2407	92838.05451	81181.27723	64358.32506	137187.7321	93207.0751	113097.0457	123920.8696	89360.64121	91291.54702	140752.7456	116120.6558	153388.298	153662.0943	115806.857	113192.7177	109848.2532	138700.6549	116045.1192	181815.5103	102219.4365	108945.1078	160727.1937
Q96N76	61719.28372	289940.1213	280568.5965	259900.3582	241611.6591	158646.4377	133592.9899	169301.1288	271736.2093	182698.3169	128577.7669	384056.1267	255350.412	31786.97842	248182.6768	406301.044	313717.712	205585.4368	144251.1046	27578.61229	50577.0316	34458.9417	25017.78958	17619.66659	12314.02846	10419.84761	40161.64957	30344.38338	19365.65514	63027.7781	10914.85743	20386.52951	91935.161	11582.94662	17807.56108	35233.84463	28557.92936	13678.29414
Q9UBE0	9863.678008	8317.855114	4245.802501	9278.636342	5453.026321	9905.980189	12534.03749	9581.072949	7845.167527	8017.17244	13110.239	7604.475728	5550.013777	8858.951218	7478.58977	12265.4431	7260.018893	6810.718546	6327.37669	27649.02305	10388.14851	29844.33714	16925.878	20348.8429	13079.9621	27816.90504	15840.86218	21099.82152	82121.57377	38191.6107	28862.38788	17599.73044	16432.05825	18977.50695	57728.62766	27571.12133	16887.35264	34312.55088
P08238	936196.4225	631749.2153	768626.497	1151847.118	996875.3177	855714.3101	719623.315	815328.7661	672739.7388	810653.46	704361.4049	675284.2801	722306.5477	773425.5894	600667.4853	720109.1504	568859.9747	767845.895	787670.1197	1811640.579	1050125.694	2532379.459	1305330.429	1601960.206	1213197.106	2647316.969	1357133.479	1355552.281	3540222.271	2347991.703	2705033.783	1815099.079	1068545.572	2295368.032	2413249.337	1028933.671	1266796.147	2122521.428
P78527	47413.60105	107661.7286	123094.5105	111885.1551	68845.79826	50740.63735	121733.168	48827.26103	59812.96122	83006.126	83526.85295	78292.46075	83186.04228	107247.0554	72481.32906	78502.14257	68558.49775	96417.87381	103978.0823	298361.4742	214396.6993	580166.3533	95600.48861	133026.6698	137432.4452	382278.2488	148389.1357	241564.296	469435.9518	202804.7429	346396.5655	121678.1458	188487.8249	450392.6408	307894.9064	154196.4504	166734.3349	299429.2703
Q92552	2094.936128	693.688051	1955.800982	1766.092715	1111.870804	1087.679257	854.0463729	1220.711916	6217.861881	2886.657834	2850.419953	6580.892974	3773.907173	1438.19017	1277.367456	5440.603729	1512.257686	4294.937702	1707.710879	3676.85362	5026.985878	10105.72097	4117.138123	7067.501283	11971.27644	26556.18922	11316.80832	18691.77964	11744.96191	6815.959145	29016.46979	12285.90663	10077.39487	12242.65075	11172.93637	3541.125875	5515.332973	11679.30206
P23378	526620.5398	1869406.982	1444305.418	364904.8209	874183.0585	775495.4423	492365.3354	634404.9702	1228498.227	2102282.825	1499533.24	772468.109	639522.7338	572173.8084	2675227.202	376001.2586	768436.7618	719983.7971	998885.0109	229940.357	217834.8266	388843.8691	158556.7826	317591.0863	378568.6737	104780.3482	291236.0972	398995.1678	447118.3393	642194.7843	257647.9519	214047.2122	541784.8203	238634.0502	106273.4618	145297.7934	604220.977	147634.824
Q92542	1432.476438	5588.706677	2748.313643	4989.96032	260.3825937	281.9779456	3052.214523	534.3691105	908.0123585	2628.634739	3836.599039	2081.385083	1836.680033	3397.141461	3708.08135	685.1394405	2412.760898	3648.379851	2847.49969	9062.410893	6034.852456	31207.37939	12061.49936	5740.370304	8870.31775	18666.99327	5785.5153	12573.69281	29834.8538	13976.7684	9229.969531	14085.04379	4042.2644	22745.15772	7898.684004	10235.6932	5700.413172	22260.55174
Q6PI48	8842.011377	10195.37751	9868.349244	8996.844755	6910.053504	6618.828284	9669.786891	7673.484814	9408.745326	12609.63851	7808.802573	12286.12763	12677.97521	14803.54566	10086.63873	11458.50982	9463.267103	9709.470871	9645.381594	26291.79419	14236.38736	27831.68878	14616.44267	15275.85373	18110.41226	40647.8012	28798.34342	23379.62668	40665.59013	52183.58642	40823.54115	16365.9198	21118.69449	16440.03892	42802.45035	16926.70478	12626.25821	37734.81805
Q96C11	8399.388138	16812.40661	9754.094356	9289.325212	11969.14771	10555.72707	14468.64026	5418.196529	7768.234526	7781.342947	6957.013204	9877.114662	12718.42424	2699.56115	11240.20338	4522.433982	7918.584157	9035.733428	14981.11233	1006.113629	2067.247888	921.7090977	1262.136584	2674.722026	2557.579133	730.7427293	4541.157735	1893.820284	277.9175233	809.7921997	766.7737551	203.5998705	1008.635075	1795.205012	3185.763414	663.7139457	4353.984599	3430.422796
Q53FZ2	66053.72274	48548.14707	57848.18413	36337.82079	96514.47848	39065.3632	69809.89219	35024.99819	49899.55992	7027.574811	26683.57357	53040.5662	46926.66152	48094.36182	36216.06299	92736.98625	43414.9261	52645.39061	39437.86014	4129.601368	31493.25134	1326.934518	4330.339302	7101.023843	20410.45108	6341.630674	3687.624509	3144.066186	2477.421755	2785.529591	15427.02853	10982.61984	12339.59368	1754.21532	37140.17358	1970.757274	7723.300597	32429.89987
P16930	1998030.087	1515733.34	1423165.195	1331675.241	1587886.765	1999834.618	1364906.824	2067593.452	2414603.833	1639240.632	1247235	1744201.177	1272482.227	1384752.229	1217011.522	2363658.75	1619625.586	1636449.742	1367447.421	398719.1274	632532.6234	317658.1508	825391.4109	790273.3616	283052.6065	332370.2597	1809833.192	826043.8543	285927.6847	467303.4967	387507.9905	578540.4165	1129495.699	727785.4695	512397.6325	427181.3254	1094528.169	232526.0601
Q8NFF5	4421.391575	6641.363629	5198.13243	4487.620384	1405.0437	3746.645624	5262.688082	2832.700321	4882.121345	2705.158747	4792.459393	4325.589163	4459.744636	4521.601059	5765.610608	2506.025688	6541.305979	5568.463489	3987.493135	10954.23147	10466.66707	23405.82169	4916.049829	7425.578848	13355.14792	48231.29328	18816.97599	16999.22431	11132.51062	22191.40684	8869.702487	9618.528314	6841.649858	15504.45185	14979.86846	9860.927399	10369.96776	11765.25908
P55795	115590.5953	67980.23278	45676.16222	76537.91694	64937.57662	103840.2668	104578.3783	118920.9396	96893.96919	53650.8827	54896.90136	56565.16188	69799.68112	87306.35328	51113.80035	56728.55027	43570.48242	46232.32112	73210.85727	196322.0265	171511.4834	56433.83195	190462.2202	112265.0855	93928.62674	252351.5619	148321.6202	201598.6026	131106.6939	171883.2449	181120.4777	182632.6443	120953.4946	115867.8766	211442.4761	108340.2415	71041.02561	268671.2463
Q08J23	1714.301322	4795.906384	2466.197292	5108.890953	3181.444555	3451.096951	2932.636229	4444.235977	5539.979438	5732.642919	6105.77266	5972.160814	4999.042157	5010.905251	4496.180564	8291.851476	5737.307666	6921.135779	4301.380549	11665.7331	11925.84298	18777.30926	10291.34548	8292.73557	8259.047861	21484.43679	8396.342625	16961.95765	38274.70088	27395.37452	8999.901972	15395.93822	8074.506204	18870.51745	8802.823289	14240.41203	12253.73136	13524.22313
P78344	7217.753171	9968.147011	11167.4298	19926.80359	9102.767958	8547.525241	18437.48278	10045.33303	4544.082239	7813.410925	11601.27044	9808.577959	13394.23067	10923.63209	9622.124557	6602.206808	3969.080421	2908.638808	21276.61358	25985.98241	13837.28041	38314.70777	65830.08191	17229.58242	10752.70991	31583.28436	21438.02297	12764.36581	44681.87668	28240.35311	37542.74179	19980.42338	17204.10674	25525.44963	53044.92369	29540.69129	13383.8871	56187.01425
P43304	7361.737745	8777.700369	5328.407247	16521.58129	4358.273459	3582.602709	7813.936064	4256.661865	4841.033426	7464.992397	7719.66646	7225.192405	9716.87873	10202.11618	7623.746081	9111.644014	8974.636127	12632.01166	11454.52126	37911.2442	32732.49851	55314.90456	46664.0348	50126.31692	50506.59641	16777.62793	20009.98997	14474.78038	138081.3293	12910.5634	31631.72489	71912.88394	7516.850664	23853.89768	29843.91247	60418.10546	32540.67864	39718.41944
O75643	12432.18124	34201.22866	34606.23083	37926.91045	14664.6838	12785.59246	32751.50813	14320.02669	13084.25307	28662.24466	34518.28569	31270.02391	25318.75502	32679.67007	23845.83509	16531.77765	26775.21449	32682.24962	29941.30791	72246.12169	33460.57554	142399.765	49998.64155	45520.69036	39529.16616	75804.50937	44327.91599	57402.75466	94562.36457	114302.2827	55351.98887	41062.93248	40361.32936	62066.99988	54550.48092	57890.16339	48977.80895	59626.09231
Q12905	302840.0205	187691.1756	200819.4229	219080.2911	172108.1001	237974.521	172615.9233	229495.663	199742.5683	172688.8667	168544.0293	153577.6972	160040.5151	207371.7193	173279.2999	146142.3216	160389.7182	160808.3052	141157.6989	549334.9573	266945.3431	672520.6933	360413.1263	193978.2956	221199.6339	404458.2819	273028.7021	349846.6526	526895.7653	385876.2621	468414.5644	290415.881	336840.7289	351359.6378	311165.9291	297323.0182	298980.4498	363049.0814
Q12906	57387.83451	42208.67892	34096.60572	59985.10749	45176.94644	52957.80873	47742.55959	60045.47755	40351.89616	36139.97819	43650.50998	28819.56173	43826.73091	57503.97795	35793.18486	46168.32814	34854.12634	43948.55081	46078.68062	225707.4378	75830.84014	154308.944	97503.37716	65231.16657	64713.73362	123753.7851	74738.81346	89247.15184	174723.3666	83205.6703	131589.3334	87379.7688	80004.03512	145676.0097	74748.0158	123527.1052	114848.832	132350.9653
Q9NQR4	406456.1458	373159.9421	482298.3914	268542.3812	611891.9238	475192.1233	241556.5821	475604.5275	676584.7388	391756.1493	281349.3033	494136.099	350713.8516	286206.0521	335287.6298	563894.9804	378494.0929	342642.0302	343106.8425	132006.8417	174753.982	133402.3682	145449.0074	395910.3487	205793.0718	127764.5753	469315.885	217330.0555	173626.0288	150352.2344	109928.2686	74570.69004	263793.6224	90846.81842	69594.67025	123279.6721	165459.9224	103629.4236
P12004	24848.26711	24574.77195	24493.22581	17488.40272	21035.35965	24355.97663	35598.49207	27187.7294	36883.79307	40706.19461	23918.95534	35285.17847	16887.80854	25864.21622	15926.96424	21851.08164	22865.70118	17308.06968	8705.113391	41655.43646	39452.38362	137655.166	143558.0421	60793.11256	26602.15111	186479.9806	42737.24645	76098.48733	381944.7536	102534.8853	110113.9221	63234.44047	63350.90494	66331.69414	102721.8431	40061.71897	28218.76614	49280.02372
P54578	45001.14715	54310.15118	82689.52753	89905.98757	62518.5175	45470.91482	46441.60221	52026.36148	44363.98573	51520.48634	54586.59438	50532.6517	49272.29232	54715.1031	59306.84559	57349.16204	58758.78953	55967.0351	59678.16345	125444.3586	68579.63277	161389.4242	88026.29521	74176.64118	81005.94977	122677.251	92631.15387	74415.85629	128571.1955	191229.0794	119677.4833	108849.8571	71852.29163	104332.5636	121163.3547	111178.885	72436.37534	191173.6064
P63167	1624.407737	563.9166048	1190.642688	3567.852915	890.5866854	659.8709654	1019.314685	599.9090258	999.4619774	2521.287284	1425.272532	871.7058924	820.4077675	524.05154	524.8065376	1755.851812	2439.147397	3120.511382	906.3167072	7384.789748	2258.184498	7730.162181	2388.080843	2181.128876	3545.154477	2709.516989	2261.486893	2900.635637	10931.17589	1630.644104	2616.040742	3790.873308	2464.861196	2651.404712	3447.304172	6096.866804	3666.224242	3454.309957
Q16629	16343.0481	27151.72645	20516.71745	40917.33333	10717.90031	14482.76895	29619.29641	7961.527031	8416.726289	21197.63476	24165.5145	16333.2597	15620.89718	28038.27988	20973.0852	6544.745943	11284.22405	29876.34836	37962.13313	105368.7261	56015.79313	159255.2818	54991.85569	43251.88113	43723.24034	77028.31518	56857.8356	88730.87008	115746.7297	67239.78147	45565.45086	18343.33689	37774.3788	79475.42254	69404.56791	64347.08828	55566.93799	92482.06875
P53999	53258.73725	53020.49424	66686.33893	67375.79523	32078.06208	36713.40745	61381.59721	38992.40013	51140.58583	90744.34774	67552.95124	73379.34445	48705.27376	46887.7449	52605.78797	54602.17553	61692.23961	92650.77838	38570.2036	125064.9918	342831.9068	654133.5324	225087.3369	193441.2295	94251.56719	246026.5088	213897.1864	397167.0073	231727.5791	119287.9839	108942.2324	108641.6465	114463.8347	166012.6008	126789.2595	65209.35389	157240.6708	73276.62636
P28330	25894.18842	5974.798096	8707.478167	2626.009582	17894.372	4449.021965	14972.7501	8694.014148	4031.357152	16219.31549	1447.515439	5745.456329	4863.508982	16549.24632	21852.07456	3852.76461	4726.058082	8630.80141	32590.17806	1817.543076	2001.499785	983.1477152	534.5826002	4947.463159	1287.042801	6218.829764	5707.729498	2973.116922	2904.081381	1708.198794	1073.939219	1705.581945	3909.196136	1757.637049	541.5505552	1432.484727	4558.92707	5058.667002
Q00839	717491.9912	617378.4093	627244.6328	791572.9303	658709.1983	688406.5399	756151.5889	802407.2082	651500.0325	634258.021	691641.4814	601870.178	630621.4764	809906.2633	617563.4431	649994.6945	519558.5185	653220.7767	669800.7076	1515797.446	894346.3362	1775352.069	1636702.902	797586.9385	821154.9406	1719914.936	835764.5153	873585.752	2273698.899	1953674.976	1490268.575	1165248.195	1100267.768	1450321.204	2016220.995	1197408.44	1016474.427	1110419.174
P11277	493359.1473	285269.5075	103157.5689	77559.19739	194906.3498	411874.2803	154133.233	641017.4007	710137.478	250443.1505	165658.5651	222471.7426	239633.4024	302432.7096	407285.6301	202715.0569	278423.7717	117972.0163	147998.2282	20955.47114	68225.83603	28467.8412	34924.72658	35504.49196	12199.61049	31058.1757	312816.6209	153295.5382	18016.20674	55253.43435	196495.9247	47378.7315	116517.4287	131466.0543	46123.28327	69794.70454	50156.00465	43107.5837
O43242	28235.49907	50481.96926	58840.23735	55593.07771	33372.0664	33422.40513	52574.17622	31878.58371	41976.76689	77166.90991	59299.8541	63648.35409	67364.23494	60035.99218	53355.24645	42423.34564	62514.88978	49453.44229	56537.00636	81121.00253	67527.87044	190405.4955	100397.1076	60306.09676	63441.09285	120023.6158	66432.66516	127080.4773	86365.18575	142887.9945	84969.46501	90769.77539	93196.34697	67000.65261	74954.34656	76009.20527	75481.735	165947.1109
