ID	C_1	C_2	C_3	C_4	C_5	C_6	C_7	C_8	C_9	C_10	C_11	C_12	C_13	C_14	C_15	C_16	C_17	C_18	C_19	HCC_1	HCC_2	HCC_3	HCC_4	HCC_5	HCC_6	HCC_7	HCC_8	HCC_9	HCC_10	HCC_11	HCC_12	HCC_13	HCC_14	HCC_15	HCC_16	HCC_17	HCC_18	HCC_19
P09455	142555.1113	58349.59509	113478.3618	78705.31444	63057.05554	159728.8927	51984.29551	78326.84445	86514.1856	46207.28078	57277.29567	43014.84723	45985.83948	63286.83098	39710.84007	37664.80833	32155.67876	30511.188	31053.40781	80440.99729	42159.27856	137634.625	5808.312929	6003.114854	53448.3334	10287.71695	8914.296472	9528.090473	47927.36924	5953.116633	5167.294178	89906.47551	4586.430827	15067.25254	10997.05415	98710.86581	5372.802271	142631.5681
P35558	27860.34177	67311.59415	66563.45795	58465.57108	57566.84795	38504.07404	36622.65611	68481.60468	119396.558	52386.59962	14164.06548	77500.96847	62639.42075	20888.38008	21403.52986	64119.62226	24262.73159	31155.74244	120212.1664	2396.705267	3683.643815	5075.7815	9712.058239	60634.81403	180760.4552	62577.29359	9516.004301	53019.89808	11515.87706	37219.26342	29001.96762	8839.875967	37142.40764	5440.373175	12976.94205	8427.348044	5131.745677	67015.74288
O60763	210043.6192	254808.178	306765.5475	312667.5031	218563.5078	229239.3403	211929.3667	204330.4767	139243.0954	184628.1445	221632.6092	188131.2614	231313.2797	248000.2543	213578.7364	182216.0121	198264.2497	256653.8434	286677.8159	576523.1857	259598.3392	327247.3213	231297.1106	247528.1953	294730.3807	270631.4343	200569.3216	256349.267	274724.5673	699852.4704	257757.0779	243989.3415	233334.9579	324704.8243	372807.9125	229519.815	296552.8416	441286.7639
O15400	888.4345967	8045.171238	5114.888032	5777.840458	80.75499518	912.1540437	7113.052099	2624.59389	1960.914675	8699.281663	8087.098934	6217.908134	9107.056929	11459.42419	4205.60019	1770.87494	3206.793475	2964.460734	7534.009228	32722.89424	6351.382714	21836.79113	4525.209473	2134.946238	19972.17923	20214.69329	11133.43471	24968.69396	9020.444138	2777.911475	8153.068684	9790.16441	7517.041423	15401.31945	9680.468276	14484.96176	3249.646119	33969.3686
P08621	15219.56757	8581.503161	6960.178289	9714.249668	9175.670743	12696.30551	6733.218606	7001.160295	7645.185895	2381.211258	3780.593665	3629.25505	4646.912821	5547.586023	4075.682463	5364.508536	2353.68927	5414.420102	6110.245342	38057.72342	8344.597976	13189.01085	7295.365098	5094.255039	8823.001208	10194.53214	8229.980553	11631.48538	30149.97419	8727.307184	9303.280437	8574.451204	5895.037316	19816.5454	16691.66171	9941.63303	8184.64031	14610.04022
O00244	9795.969285	5807.909576	6008.870051	11260.01837	11726.53839	7877.823505	6958.277803	6203.984512	6434.325517	2376.521514	2640.117942	1930.849566	4805.743433	4372.140018	7075.223745	2111.328317	3526.498369	2878.308893	5037.721042	15510.71199	10581.39492	4162.441649	14604.22298	5365.28844	5012.709759	18853.07269	7683.464005	8340.80491	8257.051947	5935.433316	5017.310167	6464.420719	6629.787485	18231.19648	7910.918193	4837.046099	4162.108653	19189.36215
P62805	2963473.234	2172819.079	2114112.184	1968972.775	1118479.562	1300474.974	2230126.715	1219110.049	868605.0266	501677.5816	1107541.654	370570.0136	1558409.773	1165561.159	1458939.781	1191100.043	951672.8036	972601.7752	599335.5338	10207880.27	1926857.553	2494711.832	985093.7317	1664259.981	2210338.144	1385536.113	1254073.489	1637270.893	1487266.685	2585579.844	1652719.947	1968236.157	1330557.138	3033891.583	1997150.745	1673453.067	1604433.118	1180540.601
Q5JTZ9	33945.90639	33830.11161	28086.16859	38942.43922	27330.87311	33643.98569	33256.14449	29092.68132	20775.98676	19626.98057	24870.84619	18773.86348	26401.60828	32388.91493	25989.65894	18091.03353	21377.86742	23981.80633	39674.67728	45473.34708	30539.41123	35041.22751	70013.52972	30943.71168	28729.27768	40447.0441	73733.64909	28090.75395	22640.2927	54931.78416	42303.9584	26438.3277	37109.77661	85574.61481	42394.89088	28513.33282	24794.31835	30234.16603
O00471	76.22692532	664.4990505	450.7379814	0	0	44.57346105	803.0649853	1036.761949	23.26045411	5932.831101	4298.690035	3232.475991	1089.508768	4357.914447	1180.10667	863.6021476	4563.501567	4180.333636	1578.784409	1576.61287	859.5687073	8984.333112	5542.332525	1036.019822	2837.465225	4538.186112	5381.383711	9818.353406	6156.357671	6908.640526	2809.529343	9882.721259	7176.461228	5039.350142	1308.177677	5728.748377	2257.799793	6794.286599
Q6P5R6	1386.069857	1333.886982	668.8994174	362.4634768	1091.714225	2316.013724	691.5571196	2796.490074	1978.192839	7558.411159	544.022376	1420.578108	860.5537928	3410.705318	2448.262038	2538.411837	1615.346365	533.2052105	1507.795491	1320.270956	2663.919276	10940.66154	1529.634247	1287.704352	1026.05358	5608.094412	1008.720075	8686.732181	6357.732287	6235.961765	1384.303298	2620.278957	24923.97136	6391.959436	6988.985463	6219.507363	8868.607387	1255.049956
Q13232	10458.86892	4312.20639	7343.075775	5350.123395	4273.773243	7139.886379	5894.729789	6019.391536	2664.751304	2431.181588	3091.640732	2602.377101	6035.499823	4360.225271	3884.441191	3104.720528	2304.64412	5382.227522	4810.772513	36676.94911	13945.94704	5926.847783	8704.436137	5002.656128	23569.9146	15016.24387	17208.2754	10096.65108	22042.56762	12777.80276	4167.010448	9378.201573	9141.91784	8715.938237	18248.36169	10550.99247	9874.799003	439.3850585
P0C0L5	113467.786	129129.3675	72170.97071	109156.0628	38203.05598	99750.21456	73186.05273	146843.7468	33778.7965	298202.8	63007.14532	47619.49849	206558.9221	161794.3007	103875.4036	57623.82625	122387.5705	29514.10777	79429.13503	155717.3999	149185.9741	328542.3345	151983.6603	107379.7388	160166.5354	74641.52848	205479.8209	73469.02078	225983.7915	127676.3838	60579.16328	589807.6515	142230.2961	421846.3579	157752.1263	294994.317	19228.37232	54570.5404
P26599	1244284.454	487659.1177	362577.5364	361183.5925	651847.8999	1326279.391	575185.2201	1013519.548	1147798.974	638279.7655	614233.6133	582625.3704	532461.8962	645091.8196	475104.7141	620926.4584	472398.6991	513323.6189	421780.1595	849932.5828	655466.7172	1622315.852	1551051.787	792660.861	544192.6022	1594979.505	847690.0238	1195103.538	1484730.543	1412649.429	1404308.266	1212789.909	823709.4664	1149410.067	834829.9263	765399.1531	700312.176	800282.3206
P30040	2169134.385	1084463.325	1887741.839	1109468.126	1920596.5	2101531.177	1272827.02	1623070.795	1609869.239	1147712.25	1023147.623	1342393.104	1122618.839	929658.4755	1054959.414	923559.5548	871794.8751	792746.0774	888283.8701	1026267.822	845983.6244	673108.4331	526417.6006	888682.7978	1125308.4	709693.3155	733997.249	918301.5697	928728.7316	1844505.416	701298.7004	512976.8521	1035671.52	676786.5438	2456372.634	398049.9591	496139.5997	793834.0235
P06730	8980.826227	4017.862717	5417.745071	6125.282496	7663.592267	5880.917618	5007.183809	5244.180075	5100.458515	4101.327234	3690.225461	3106.554358	2896.495389	3456.156214	4507.01513	5048.370873	4904.113788	4849.016538	5324.922362	12852.54099	4856.857018	7456.352339	7572.977025	4188.163828	4968.61655	7511.357635	3242.327102	5278.740689	8652.315449	7883.025062	8061.020314	5316.781863	4004.681586	8778.20641	9222.580893	7547.815898	9353.186149	10223.71949
O75746	132.9954245	0	31.49432895	139.876711	137.2681062	106.697022	8.917092671	99.57153132	82.07023613	0	6.477037391	30.60915493	8.052198524	0.685570451	32.10349288	0.176478364	13.16789632	13.21794001	48.01376429	907.3274355	2132.163748	466.8791245	340.4284994	44.09084156	1465.56502	149.9744111	39.41449668	134.1832872	50.16614022	20.11023579	815.0292818	37.22849111	0	1.532233896	43.8530371	1483.018687	132.5235626	23824.08239
P63104	866488.2155	525675.0226	525086.4864	983747.9417	458384.0505	711468.2597	440523.4016	799078.9631	655052.8519	374690.2819	439212.6052	353362.4401	446576.4931	775926.0852	495983.0682	369250.4119	307815.3177	345443.5997	458186.7881	1118099.033	647450.6673	1065339.978	365233.8074	570559.1107	733038.2249	1501712.926	607511.1575	1456923.665	1838115.219	639654.8388	1911056.316	1277401.792	494338.2762	1074402.14	1418518.843	1028433.88	435660.7668	1460655.342
P33992	8216.710463	2065.126592	5658.024197	2947.680669	2417.059379	5870.100159	5779.151489	2456.61757	4116.029213	2121.749472	2497.36006	2317.132178	3083.895499	423.0836763	2055.050179	4310.695438	4008.302561	5003.849247	3050.503874	4606.263572	8579.783348	4735.08037	2198.428681	3553.60631	5657.098743	21044.65329	2603.64771	7646.437391	7559.921427	5207.762115	18527.43739	5871.613789	3060.609542	6217.501558	49362.79151	3571.469635	4019.778152	8124.324939
Q9UBX5	3435.426779	4832.464228	3961.357933	17585.6566	5136.864888	4547.055103	1621.514276	6995.901558	661.290769	4055.989077	2371.07261	1796.049503	1805.151766	14812.47752	5772.000862	2731.060978	2494.77049	2684.142906	3519.19843	51334.34799	3005.492037	57490.07309	1874.76811	5092.664482	48291.60968	9841.924368	22236.3281	13596.48202	4202.749903	2268.357768	3609.856149	5148.599627	19385.06092	27982.51234	49930.26128	119272.0623	9719.47532	5516.07728
P25325	2827292.802	1851330.545	959165.4956	942577.6543	1602049.413	3016959.231	2122851.576	3106031.493	3438533.65	2119583.338	1991489.448	2581120.531	1930277.365	1364058.296	1639028.875	2327849.14	1801160.94	985372.6796	1772999.749	786036.2477	1343380.59	1620492.512	1788635.918	1209754.49	790956.3498	1128551.498	2573934.132	1629446.24	956982.227	1594164.871	3017820.444	1037391.209	1174359.416	912999.6105	1326550.219	760694.9641	800719.2371	307509.7846
O15143	5504.627018	8791.038174	9014.256535	16389.63983	6536.143369	3328.962991	4134.490012	6355.026586	1994.775061	6624.313343	5360.585034	3247.847286	7867.002969	12341.73652	9268.514264	4591.109365	8256.023417	5939.574467	12570.80166	43156.758	9062.275967	24302.57238	4585.738115	5716.845102	10859.18099	23957.14479	12390.64135	20032.46667	16605.44401	4993.691104	4684.796308	14343.01491	8335.979275	17903.08174	15143.67642	22975.40739	7745.977941	47856.10297
P16401	673.4809221	8328.6333	24.6186427	331.6274887	28.07923058	7.767409728	976.0949626	0	0.695929044	3.622680795	126.0351549	6.308794942	8299.590725	509.8680432	3551.821085	0	0	3.135290201	33.33945108	287639.2967	10109.54301	1749.043289	372.8048736	0	23.89724474	3723.543467	4.871642206	1126.345002	9405.194381	3206.951656	7042.236773	769.2899241	16.89643531	57854.21931	1620.95527	1836.978721	252.478285	7499.888352
P61160	158110.1659	135230.901	129311.2202	178956.7877	96142.71886	153949.6941	167972.8948	118910.1269	115513.0377	133659.4435	102681.3011	92191.75353	104188.632	155704.9841	127175.0533	71945.50006	100866.4235	87609.2085	137294.4561	340082.9961	117242.7979	307389.7546	126897.117	128666.1849	132158.74	214508.3257	133278.68	213240.2125	218675.9157	84340.30547	135435.3113	164862.108	119436.8136	201333.9682	217766.697	253937.3602	113443.1087	348450.9405
P46939	6169.640712	11270.32085	18198.51309	14587.9408	14675.86772	8641.039228	11489.17141	8193.189924	12178.95748	15134.40918	15865.40628	13358.80994	18344.60951	15390.03186	15158.70289	9990.515542	14066.64509	20138.86951	17232.35267	16453.17719	9502.87825	23053.62449	21632.02091	13207.86187	12407.13762	22825.38777	13733.01082	22397.65037	28125.06324	20105.67301	11651.23569	14609.24733	15966.93603	11148.5692	29166.76196	35805.19192	23538.53428	49413.91164
P50336	156.8547693	0	0	264.1585833	396.1051096	230.1357431	190.526981	0	0	219.3124454	302.4845777	76.45458045	0	0	235.8098335	28.02597233	404.7968112	379.7314637	328.4252538	831.4479732	620.3332514	595.5984438	243.7255067	837.2872001	341.7052512	101.6943343	500.8539655	307.2247149	249.751494	647.1113773	780.8686859	80.77882205	161.7333242	560.8276062	49.95748964	262.0967458	921.2748619	176.4879549
P08575	1915.372578	963.1152318	302.2685984	2389.192073	358.5046295	1424.87198	36.22049253	1099.914013	1396.860913	594.5967189	1552.399134	1338.242476	2437.730795	4209.039776	2239.783121	824.3606241	1101.20941	295.3066573	1377.889492	8480.921549	2218.517189	2470.310654	4929.446972	909.6265881	1050.466924	8283.032037	2327.467949	3443.370745	4197.641873	3649.404342	1164.143225	2800.911491	1361.960925	4395.694009	1897.512456	3175.417472	1172.191185	7446.023124
Q56VL3	24715.74346	17756.07017	25382.29042	12804.87215	14274.60294	17295.55686	20274.32121	14127.22734	18927.6628	9044.787189	19640.53003	11650.42747	12553.83739	14344.41644	15596.0742	14858.37021	19732.57274	14878.13965	12679.36561	11020.33491	5061.577549	12054.06397	32504.05137	11219.39363	21140.57682	7707.64625	5733.224595	14744.58679	5251.503508	2938.701389	2382.183679	4338.728036	5672.170451	5722.666078	42959.22555	11817.91644	5700.629937	11496.81032
P33993	237.2735202	789.5982296	0	649.0632097	153.1263582	0	0	0	0	727.7952918	670.0515444	1.026631591	0	446.1708597	0	215.9328028	251.6204435	601.0718901	0	734.6564732	662.2086908	3694.990092	251.2911058	0	377.5256884	4620.932191	219.6268	5830.29085	10069.52606	5646.142478	6180.286309	106.8886743	180.7188198	3182.625769	229.2641601	215.0571963	882.0675553	3558.160302
Q9P0L0	421.2164652	2959.220354	866.1246142	1024.190105	30.48236342	188.4042475	3397.922283	235.1942208	0	2188.942132	4369.575384	1336.438551	2881.158761	3199.76725	3076.366168	870.8286756	2037.202607	1647.369741	2177.149184	18125.42597	5042.365601	10536.33049	3135.532704	2863.42124	17866.56096	4838.815673	4034.82538	6109.065296	18366.23407	1965.521794	2201.636294	6329.967959	1831.681789	6093.544606	7842.606671	4639.226801	2217.836147	5374.968801
Q7LG56	4297.745053	1742.41801	1615.930983	2787.616853	4040.784977	1259.928432	1836.3645	2790.952246	4822.096937	2610.319025	1926.660762	2104.843236	1504.870249	2987.221127	2569.426704	2832.480071	2487.412893	2767.9556	1012.197542	2894.4987	5124.634686	4131.503077	2109.018301	2944.642815	4786.519246	14417.81486	2293.267554	7100.468254	5589.341845	4395.844522	5095.449011	11700.05033	2581.277977	4451.58402	32567.59387	2755.223399	2388.387998	7440.669645
Q99538	128830.8272	106856.373	76363.55834	118142.4373	103451.4944	148775.7229	117048.8514	168056.4873	118164.5221	69916.83087	62765.98361	90550.68535	119236.4621	92618.96262	58103.85514	65805.17625	58413.0407	67531.47066	101522.353	63792.91023	97481.82057	51887.70666	57904.88144	59830.85737	52087.68745	83295.41696	94756.26868	107969.2661	63560.73274	32801.82788	93823.00741	76091.39765	86235.44337	77341.09969	87182.69467	55716.90251	30695.07266	115669.2532
P00505	2640511.739	2974241.932	3162713.994	2283993.28	2276210.402	2576133.85	1955451.721	2198008.418	3731587.475	1881175.027	1975739.531	2416940.757	1893115.817	2425505.073	1995824.942	2504017.22	2269422.664	2422389.882	2238195.238	2605582.571	3071213.38	434964.4219	731666.9461	2848476.426	3731696.329	734859.6185	1653613.103	1577802.792	503566.5686	2689477.595	814593.5048	580147.1718	2008124.684	898847.6483	2795035.946	739616.5172	3068041.447	980918.2778
P61163	76417.63408	53095.50231	52641.5965	70228.87323	45988.16656	77276.13342	35416.09615	78843.09177	72823.47505	42377.55048	42820.77727	46385.9455	46104.37154	62610.61458	39593.40484	42690.15105	36552.62468	36535.87147	49034.68497	87599.7122	69948.63109	79962.66774	67180.42794	69532.57842	64206.13422	79826.00153	78987.30732	81968.14222	91630.04571	31137.50513	77954.24064	53670.90497	53833.98139	67815.09843	50012.99324	91904.92898	53821.09253	151767.2178
Q9HC38	237025.1846	168315.7201	160189.4033	127966.2376	220344.1135	275994.0573	166277.9728	288211.1418	367784.4966	226075.9325	222635.9351	272893.6981	194148.8024	243303.731	197430.0001	245915.2787	227326.3517	182768.476	152453.8636	114177.2099	161008.1896	123798.0817	175490.5587	155081.5003	154155.0791	209649.6838	160119.0474	177018.0312	92260.24887	163719.1922	127995.1154	192734.5321	237650.0427	98119.71579	191515.4795	132953.7274	194110.7252	200364.2621
Q99536	125567.1478	126861.4421	136572.4663	121005.7437	57724.97171	80545.79031	122511.2793	93969.30389	63464.87001	147890.703	89625.64521	87316.5118	88711.03511	168939.4273	78580.1508	233147.2007	162627.4807	64243.49949	98476.60691	198480.3515	113196.4364	255336.329	321387.1451	208511.3345	160185.9579	135054.6751	112650.1882	116426.9992	137985.8548	153139.7078	320071.9411	199005.9364	74102.13633	164161.0266	208070.2457	258280.5862	69281.65361	761613.6351
Q53SF7	19618.18521	8407.92673	11789.3471	6906.73935	12033.43052	20535.18562	8983.859604	10110.77433	11842.60573	4635.987308	6525.562004	5185.820401	6465.287589	5208.191921	7217.578541	4097.333945	3198.656772	6911.816559	6943.49916	1543.551008	8769.00205	3144.747342	9768.965834	5758.610031	3664.894639	11538.3227	3785.014925	5801.930588	1305.685125	2943.518007	6456.1039	3590.822956	2002.77743	7941.091132	5620.453603	2948.213342	4775.548983	2390.566555
Q7KZ85	636.0772967	1136.724415	842.4156606	123.6847247	750.14659	884.5958791	2023.076069	621.8271536	267.5052013	1464.218598	1087.98015	774.9385306	1298.149628	794.142748	455.1288864	1174.105739	1390.760301	704.3896162	668.8971701	1776.584972	228.8293186	6513.538458	1708.658415	1429.096768	375.0979537	2651.37273	1625.008417	1055.797827	7520.63122	15381.42726	4344.258229	1022.81981	2439.042586	2346.295183	1760.278937	1521.163027	1355.757998	1153.690053
Q92743	298.0870145	682.7437018	372.7348278	0	624.3251079	0	357.0758567	0	1034.271575	1079.493421	235.803184	202.4906563	537.8657473	65.20011814	362.9143869	247.7960859	329.3224686	224.6688593	402.9408622	903.1707629	42.01187869	6217.450739	309.1292893	1587.354186	535.5166727	2313.405027	0	2399.910519	716.5747649	2275.352261	9299.427027	2480.617322	1191.705794	426.8728343	255.9518218	22169.27652	2300.921119	855.137724
Q9UKX7	2432.778877	1300.548872	1902.622838	1917.961772	3381.982836	3059.080196	3990.620966	5037.59578	5095.031394	5426.187719	4850.717536	2536.868636	4147.511605	4387.271813	2076.848556	4365.469486	3914.841941	3615.431127	3049.570895	5021.070728	782.4607161	12778.07252	4704.14625	4042.805467	3651.33438	9579.962593	5769.000313	7657.036108	20524.66762	6900.265768	12846.52549	4290.837961	4415.221193	6683.660435	6232.72596	5021.574373	3993.601197	2367.825261
Q13347	32379.46069	22761.03811	16813.31556	13888.27325	23525.54374	40663.7908	10877.45458	39347.96888	35375.45569	39832.31148	25185.406	26587.67865	26255.18528	35240.05961	29235.73697	41050.50985	26164.80428	28432.58951	25042.87486	54957.3997	41761.54889	60561.62783	45807.717	26301.28771	28808.87768	102176.0433	52141.94813	57376.36836	112111.8046	55134.13518	63209.28019	50383.03259	36293.82912	40069.93968	17465.03104	22019.77707	39537.96692	70147.46311
P61421	3861.446524	8923.05205	11809.52095	13661.94654	5392.373495	3429.377583	8907.261657	5132.276358	1956.92357	4648.901194	6725.452069	4024.82257	7784.259504	12164.88304	10665.87311	5664.884203	5393.46304	4934.145082	9595.625497	35653.85971	11764.46473	7034.175	7207.566994	4811.226393	28198.2538	20594.03357	9374.607685	19452.75858	22061.64262	7451.697229	9812.705695	10083.21046	7660.555034	19378.47153	19003.70927	15453.00972	5467.052018	64807.31038
P05177	151777.0759	415907.8385	583895.9649	135276.5946	168165.5193	89755.15886	1576232.051	97591.39262	79115.38876	1209324.718	325975.1684	993282.0012	1146558.168	447595.4729	1808546.935	106939.6305	383351.519	149777.7558	439505.4817	55584.07473	650365.3429	79392.29115	60509.80212	545586.7879	67462.84996	184629.478	95215.9305	177673.6787	131290.9198	86254.90242	144913.604	119181.9708	216295.5976	289402.6018	183926.1831	146270.1152	77959.05836	128745.135
Q15526	4058.6151	1365.550348	3961.821539	3283.584088	1375.145819	3677.006503	1811.639467	1215.798634	1110.957527	2657.390041	1939.94723	837.5894756	1765.122808	1333.16119	1541.286315	2457.922675	2505.260857	3130.895485	2624.821091	8235.177521	4874.58362	3947.435954	2516.651343	1840.464939	6249.313964	5326.866533	1704.522246	1695.747866	2057.939306	4791.569009	2068.889094	2939.319548	1656.784632	5988.828896	8137.989218	2104.80938	6019.504671	1214.388388
Q9Y281	312451.9469	145096.3736	172270.7227	93332.09485	155819.9249	290592.7556	160959.8086	229340.8655	214169.5648	129225.818	112894.6244	149713.6965	92559.31091	102477.9581	99158.95669	115125.5465	85965.06507	98208.48533	95465.69953	11603.51716	60520.69333	41820.19528	96633.89799	97527.44359	61895.77294	75905.08334	119970.9209	76534.74348	7348.599823	69075.50456	89421.20232	70958.28222	116693.9196	78464.69254	165748.3639	37334.14032	81341.51437	118719.5689
P33241	22867.85389	10483.57123	5072.178751	64867.41015	8675.808306	17021.58699	14349.03093	33333.14145	26015.16767	23417.53203	10027.31717	18816.61047	38072.66814	56481.49142	38869.96198	21047.25231	11722.60857	11666.2407	17337.59894	93421.38243	10534.98361	39596.38783	35745.48232	27312.20905	10870.83268	63572.46536	44338.86255	40814.92803	49712.2929	14757.2521	35423.53866	73798.88373	25162.33184	52976.56852	34532.02889	64043.93519	20057.37772	116139.8339
P18283	18008.08444	12678.34685	15091.76796	23168.93905	43993.31547	21876.97471	34764.2087	46212.30203	13305.89338	35767.37946	8028.291614	10071.87237	22516.28971	10809.09892	11369.16451	8253.512093	20005.45287	30477.29087	36191.53578	11264.51113	20656.12899	5109.31011	1199.494313	9144.009081	1311.957963	2941.149505	4094.493705	14771.73397	1803.256522	5409.932586	9758.001836	10791.69443	32285.86386	5331.439777	25973.59433	9406.099209	6004.670126	702.1875888
O75191	83029.90562	62006.69155	86381.9552	56270.98657	82079.44453	61762.76827	71196.90481	31133.41562	73361.29168	27224.95077	52626.74321	64008.57403	34903.02495	38808.42465	69041.27322	75655.4695	66480.86313	40924.60951	40666.2092	30739.60437	36956.27649	19620.59931	35661.53136	82320.77952	39454.79879	17319.03878	80049.25784	47507.01695	16645.87888	85230.74724	44786.78536	14372.86944	46439.35843	45790.33259	28615.2534	22644.79164	25063.62211	28358.31995
O14745	141720.9198	95187.01035	157615.011	224889.4481	208011.5795	175378.0465	115585.5747	147613.0757	160366.825	122059.1868	124226.1118	120237.1765	119922.0603	121227.4934	125195.9888	162290.9847	127551.6444	124473.016	124928.2106	147226.8678	238539.0419	106131.5454	269450.8173	155450.5669	356269.9959	274555.7826	150904.2293	121835.5576	295216.4315	374622.1547	251481.592	204216.3302	159608.4417	158879.2301	257178.5794	123064.6924	162559.3904	211223.3849
Q9BTV4	715.2818112	25158.98969	20752.57134	9243.312936	2291.228999	2501.249954	23864.59377	1339.190948	872.7073362	3087.231109	21449.98942	5228.41906	10710.31459	31040.72314	10487.34313	1498.353103	1809.027409	4606.165412	4130.481075	54099.21123	31482.42358	65377.14285	7034.517014	10343.30521	46665.84198	21758.66001	19628.88828	45360.47976	34108.24939	6150.805796	14489.98249	15088.7287	5480.824162	39759.82462	5671.961021	18097.63379	5871.519683	39055.34391
P62316	61910.73339	26443.78354	17584.11844	30640.63975	25759.19164	49087.09658	34226.83324	46115.37221	32765.11194	13043.26297	14146.58752	12145.43331	23558.21935	28943.84909	17841.24965	15159.42484	8261.868526	13927.61501	26750.28024	107720.4235	45906.53904	34623.70752	18572.18009	22134.757	32632.74709	52349.55514	34411.08417	42339.63211	70843.91579	50699.60098	54343.36118	18968.53699	28484.44182	52051.29143	60745.73606	29994.66546	21798.12401	75869.36387
P25398	49567.2449	33837.4182	56443.43744	65175.06349	65989.54318	42644.89961	40175.40071	35949.78704	47532.30134	32718.80825	32458.61762	34250.15608	28948.37039	24295.89485	27106.19435	45302.66484	41418.39973	44711.22851	39037.60393	83325.49071	41656.90319	54690.94805	39225.37534	54346.07205	48994.53918	55863.59511	36678.4178	52353.89279	86099.28705	38493.40477	63334.03196	45865.47841	31759.69813	50584.33672	59204.40474	49907.95556	60709.12151	84552.15531
O75356	263070.9656	237724.7327	214844.5103	149165.353	308645.4256	294468.9937	157573.7107	286199.447	259180.5218	318579.1758	203807.1694	241034.2288	213243.6674	221375.8884	248105.2133	231617.7662	238894.2458	252389.4596	187262.1333	92492.139	204834.6344	115017.1089	131677.45	238636.9798	71743.77114	22984.56105	174483.7577	215999.6053	45610.97377	215668.8183	277393.6303	67870.28622	344002.1278	410551.5761	86200.66018	101071.2453	227771.7058	18477.61249
Q14914	4904044.677	1834033.089	2128995.349	1374268.878	4931150.653	3233555.914	2097289.153	2624073.744	4177830.909	2069175.116	1643337.547	3125197.298	3783055.22	1753763.056	2484761.858	1841497.703	1720988.575	2021916.82	1645006.286	139381.2033	974450.0372	347325.6685	1094473.395	952472.4539	675014.1575	5428949.281	725276.2527	1213898.441	203963.2633	1090621.328	1322317.965	7382587.14	5569558.9	748050.8205	2303160.202	384003.9284	920429.3642	373172.8294
P04062	0	636.7614211	160.2365219	689.7898069	0	379.3674913	520.8332112	1481.799806	2139.285208	700.7115884	420.0797112	1437.261295	1496.922918	1715.500971	780.3331626	1348.597587	0	357.9504336	513.2236178	2601.195449	1546.992158	5324.041915	3653.686642	1096.586323	3257.578753	4115.107402	2742.125194	5750.386878	623.0225672	4256.263927	1698.11977	3731.619469	2744.042394	6114.911279	810.7273969	2011.207356	174.1174603	3928.733548
Q9NNW7	109324.8009	72894.85456	92837.00491	54095.32014	92649.90454	89251.45877	46838.53253	112404.0584	146387.7457	107159.6798	100915.3258	92515.59885	64843.66132	101192.8876	62178.35061	87475.78114	113695.6008	86546.15426	71201.74467	76068.44901	83710.29556	52302.06616	45729.09377	60936.26048	53040.5726	86877.93318	94987.17836	58264.81769	43841.8084	38366.8187	108598.2594	31874.68913	97491.2218	59439.20849	83795.26379	54975.01362	60318.00534	51980.6633
P63208	96840.39143	62416.83488	67022.73214	77574.5071	56910.58756	100138.6812	61643.50238	91393.68891	96233.18167	43181.79674	47569.474	63848.01721	59518.02317	66044.29727	63300.36999	52457.46428	49448.16986	57346.33887	53523.11043	94250.52638	67516.20685	78347.95516	117603.1047	66342.09513	59188.24766	110930.8574	90478.06705	89486.30452	107248.994	73770.94469	79604.43868	64511.44088	70098.28729	106779.8545	75369.71976	75588.27317	125192.0684	122880.6989
P47897	10676.15538	43034.20894	44434.06943	58631.92324	15387.29842	10102.45011	36953.25854	11305.19399	8538.450678	44811.15405	42405.0669	44130.863	28646.01806	31585.76172	30793.08021	22828.005	52099.90372	53707.94226	45302.17266	61352.66207	40415.61443	102701.9371	23199.45404	68935.05279	46948.02592	48974.44963	75926.74842	46984.82786	61682.543	42069.2402	66416.95076	43256.51903	56640.28461	49186.43985	46803.36587	34793.41401	53129.11742	88054.29211
Q96P48	224.7863386	999.2274579	1111.925889	2028.073384	252.3698274	0	606.7158763	302.8275437	0	0	189.3295441	273.2372662	846.1084112	468.2837072	246.9237111	0	136.6727532	0	1246.522012	2155.741408	858.7326469	1089.934587	1286.919828	438.3759381	430.4415265	1888.133632	763.9018907	252.9372301	5727.541242	347.1713069	726.1510109	298.4730533	860.5614529	2199.813594	2205.762632	2423.491425	142.9405376	2625.036652
Q92572	3207.084036	5397.228216	7850.734648	7149.633237	27.08018968	4186.230118	0	2979.605029	1651.488641	3934.995363	4167.161494	537.2714037	4908.617512	3746.229107	1310.079913	1759.755303	2170.92237	3595.504363	6337.716083	14297.2287	10813.26639	11604.72812	13137.52243	5618.709334	8624.54598	15916.10234	12182.6518	9358.237786	17130.88897	10993.36156	10285.77073	17526.70798	3661.559722	14600.75259	4075.047168	10094.80437	3666.126838	34680.27697
Q9BVK6	25537.49632	87397.61464	105721.9753	88022.09677	18762.19194	16683.74785	138784.5136	16370.73919	9450.227749	41146.29306	70794.50651	33438.47389	90407.51461	68232.65849	76594.82554	21079.96863	53188.46964	54550.07885	64550.43904	248477.9186	164430.3503	192005.0449	63317.42792	42165.14188	76655.44025	46952.86752	77598.48932	113069.9964	205679.539	127363.3573	56347.25046	92722.73711	78509.79265	192290.9454	116912.9328	85820.37831	40349.67568	58961.00047
